instance_id,repo,primary_image,primary_exists_locally,fallback_image,fallback_exists_locally,selected_image,selected_source,selected_image_runnable,selected_image_id,selected_repo_tags,selected_repo_digests
networkx__networkx-5305@072b960,networkx/networkx,reviewbench/networkx__networkx-5305,False,ghcr.io/c-crab-benchmark/networkx__networkx-5305,True,ghcr.io/c-crab-benchmark/networkx__networkx-5305,fallback,,sha256:732f54f527a5ae75f35402596c748bdc5b76c87b054fe6d158ab05fcb3d0c1a9,ghcr.io/c-crab-benchmark/networkx__networkx-5305:latest,ghcr.io/c-crab-benchmark/networkx__networkx-5305@sha256:2b1d7b1f86873831514d56d12d1cbdf3071ef78af36e8ad865a5b4455c86d0db
networkx__networkx-5371@b446ef1,networkx/networkx,reviewbench/networkx__networkx-5371,True,ghcr.io/c-crab-benchmark/networkx__networkx-5371,False,reviewbench/networkx__networkx-5371,primary,,sha256:1c3b2b76009276a706cbfddfca66b34f95643912e1065372017bd16dfeddfa69,reviewbench/networkx__networkx-5371:latest,
networkx__networkx-7159@7e65b7d,networkx/networkx,reviewbench/networkx__networkx-7159,False,ghcr.io/c-crab-benchmark/networkx__networkx-7159,True,ghcr.io/c-crab-benchmark/networkx__networkx-7159,fallback,,sha256:61095e44d2ff1ae2ce2780d40dd0855007ae785e577c8ef2dd717411ebcab645,ghcr.io/c-crab-benchmark/networkx__networkx-7159:latest,ghcr.io/c-crab-benchmark/networkx__networkx-7159@sha256:c3b014fdb5bccc201d25fa2af8d9ab9018bc60bc2d828a214acd338d471f2d98
numba__numba-4282@a062e23,numba/numba,reviewbench/numba__numba-4282,False,ghcr.io/c-crab-benchmark/numba__numba-4282,True,ghcr.io/c-crab-benchmark/numba__numba-4282,fallback,,sha256:ac20e5839e2c7eb485146ed53ffb3a8daa9ecfbbde860cf5fe9264080e85c7f7,ghcr.io/c-crab-benchmark/numba__numba-4282:latest,ghcr.io/c-crab-benchmark/numba__numba-4282@sha256:e5f7b78492f4692fdfcf86eec1cacd6c3135bcc7bf3518f53d0547ae59ba00d8
numba__numba-9144@74a4cd4,numba/numba,reviewbench/numba__numba-9144,True,ghcr.io/c-crab-benchmark/numba__numba-9144,False,reviewbench/numba__numba-9144,primary,,sha256:39ef7aeca2a3d5f0c5c31ba5787994010f434a2dd4c049270eda10c1fd5ce659,reviewbench/numba__numba-9144:latest,
numpy__numpy-12123@1c2abd3,numpy/numpy,reviewbench/numpy__numpy-12123,False,ghcr.io/c-crab-benchmark/numpy__numpy-12123,True,ghcr.io/c-crab-benchmark/numpy__numpy-12123,fallback,,sha256:c85c9154807659585166698451612dd75580adac917b8976b5776ded544f3b40,ghcr.io/c-crab-benchmark/numpy__numpy-12123:latest,ghcr.io/c-crab-benchmark/numpy__numpy-12123@sha256:de1e07a544ba4281869f96d5834838612489d80ae5e9e6638b79fe50932945f7
numpy__numpy-14924@6a7e3f1,numpy/numpy,reviewbench/numpy__numpy-14924,False,ghcr.io/c-crab-benchmark/numpy__numpy-14924,True,ghcr.io/c-crab-benchmark/numpy__numpy-14924,fallback,,sha256:c22ee1d8284945c458e5708f3465ef50615821f112a34520a5fe9d3614e3d65a,ghcr.io/c-crab-benchmark/numpy__numpy-14924:latest,ghcr.io/c-crab-benchmark/numpy__numpy-14924@sha256:9f8592de49ac172cdbea0c8927048fd1c4944c43a65124fc8c2dd19544dee683
numpy__numpy-15425@e603b5f,numpy/numpy,reviewbench/numpy__numpy-15425,False,ghcr.io/c-crab-benchmark/numpy__numpy-15425,True,ghcr.io/c-crab-benchmark/numpy__numpy-15425,fallback,,sha256:a877da67d8c50dbc351a201b76a74b4b00baccbaf7c7ed4379162d03a69f6432,ghcr.io/c-crab-benchmark/numpy__numpy-15425:latest,ghcr.io/c-crab-benchmark/numpy__numpy-15425@sha256:6c2d329bf8a2904458661d0505c2dbb92ee9a48901a2a6d37506970503e1e502
numpy__numpy-17443@2ebb453,numpy/numpy,reviewbench/numpy__numpy-17443,True,ghcr.io/c-crab-benchmark/numpy__numpy-17443,False,reviewbench/numpy__numpy-17443,primary,,sha256:3b8a2641381153a61df458f3bf2642dfd435f63f271745f0592a14860385d77b,reviewbench/numpy__numpy-17443:latest,
numpy__numpy-20310@a4daaf5,numpy/numpy,reviewbench/numpy__numpy-20310,True,ghcr.io/c-crab-benchmark/numpy__numpy-20310,False,reviewbench/numpy__numpy-20310,primary,,sha256:fa7344e94598ad138248650f63893a89c6cb5e06bd27f2141a24cc272307b84a,reviewbench/numpy__numpy-20310:latest,
numpy__numpy-22997@8c57716,numpy/numpy,reviewbench/numpy__numpy-22997,False,ghcr.io/c-crab-benchmark/numpy__numpy-22997,True,ghcr.io/c-crab-benchmark/numpy__numpy-22997,fallback,,sha256:04ee398c487341e9274fea7d7f22e9bb37e98ce5d48a45ca6ab4034ead9c158e,ghcr.io/c-crab-benchmark/numpy__numpy-22997:latest,ghcr.io/c-crab-benchmark/numpy__numpy-22997@sha256:047fe67c8c86dd3d1299c802a5c7033ce38a9ea8a4e083dde572381e9c3c6930
numpy__numpy-8423@0ec089a,numpy/numpy,reviewbench/numpy__numpy-8423,True,ghcr.io/c-crab-benchmark/numpy__numpy-8423,False,reviewbench/numpy__numpy-8423,primary,,sha256:fe8431af0e53daf96d67eb2b1511b815d96843f8425af6a389691a579f7650b5,reviewbench/numpy__numpy-8423:latest,
optuna__optuna-1087@4177569,optuna/optuna,reviewbench/optuna__optuna-1087,False,ghcr.io/c-crab-benchmark/optuna__optuna-1087,True,ghcr.io/c-crab-benchmark/optuna__optuna-1087,fallback,,sha256:b3fb59f77da2d626d2bab78c4e8ff1e8fe902f29ab7fbf5599f362aa11c5a22a,ghcr.io/c-crab-benchmark/optuna__optuna-1087:latest,ghcr.io/c-crab-benchmark/optuna__optuna-1087@sha256:4e0b06ae27db892d8249561eaa962ec814619652e932e1edf0a7eb587cdd390c
optuna__optuna-3629@f4f6b5f,optuna/optuna,reviewbench/optuna__optuna-3629,True,ghcr.io/c-crab-benchmark/optuna__optuna-3629,False,reviewbench/optuna__optuna-3629,primary,,sha256:e5467650c004ab69e7534e4b90b89c8d02ccaa0218002ee3bc2ef750d0e18295,reviewbench/optuna__optuna-3629:latest,
optuna__optuna-972@1f4813a,optuna/optuna,reviewbench/optuna__optuna-972,False,ghcr.io/c-crab-benchmark/optuna__optuna-972,True,ghcr.io/c-crab-benchmark/optuna__optuna-972,fallback,,sha256:1b5070db8431f1ec3417beda42795859c1e5a15cb6966c85aa154fca8ae7b82e,ghcr.io/c-crab-benchmark/optuna__optuna-972:latest,ghcr.io/c-crab-benchmark/optuna__optuna-972@sha256:0120d38acf9ba041e3b0e6b525fecdb49dffdc86048c9dada98a55bd0f5bc879
pandas-dev__pandas-31538@33e24a3,pandas-dev/pandas,reviewbench/pandas-dev__pandas-31538,True,ghcr.io/c-crab-benchmark/pandas-dev__pandas-31538,False,reviewbench/pandas-dev__pandas-31538,primary,,sha256:30262812c9bd61e1d2dd7fbc5fc8a36c942ff0b330e80120c781dd2be6983836,reviewbench/pandas-dev__pandas-31538:latest,
pandas-dev__pandas-40372@51fe758,pandas-dev/pandas,reviewbench/pandas-dev__pandas-40372,True,ghcr.io/c-crab-benchmark/pandas-dev__pandas-40372,False,reviewbench/pandas-dev__pandas-40372,primary,,sha256:d934a5f075a70d1d085a1c299088cc4e95cead4480b3a209964bb17bc05645bd,reviewbench/pandas-dev__pandas-40372:latest,
pandas-dev__pandas-42186@62d46c4,pandas-dev/pandas,reviewbench/pandas-dev__pandas-42186,False,ghcr.io/c-crab-benchmark/pandas-dev__pandas-42186,True,ghcr.io/c-crab-benchmark/pandas-dev__pandas-42186,fallback,,sha256:9235cc7e8ad64d74b5fbde243659b62a9de437f4fc0ca97d714ac9d58a03125a,ghcr.io/c-crab-benchmark/pandas-dev__pandas-42186:latest,ghcr.io/c-crab-benchmark/pandas-dev__pandas-42186@sha256:a4b5961bc68bcc0677a3d38cd125c717531e1485ce18ca9e84bd162fa7d25c30
pandas-dev__pandas-42635@59d4145,pandas-dev/pandas,reviewbench/pandas-dev__pandas-42635,False,ghcr.io/c-crab-benchmark/pandas-dev__pandas-42635,True,ghcr.io/c-crab-benchmark/pandas-dev__pandas-42635,fallback,,sha256:4c2d2d54f9d40b6455693ea6141d2a2a0fadf4dcac2bfefd62f2d7ef9efbdb64,ghcr.io/c-crab-benchmark/pandas-dev__pandas-42635:latest,ghcr.io/c-crab-benchmark/pandas-dev__pandas-42635@sha256:1fc27b353b0ebb709297e367767e4b636f9a212e29845b4fab1ed0689b2c501c
pandas-dev__pandas-43930@fef88a7,pandas-dev/pandas,reviewbench/pandas-dev__pandas-43930,False,ghcr.io/c-crab-benchmark/pandas-dev__pandas-43930,True,ghcr.io/c-crab-benchmark/pandas-dev__pandas-43930,fallback,,sha256:ceeadc78f68ad381a16b17233017a3541eb6b7d3bffa2e7eedf1448919a33198,ghcr.io/c-crab-benchmark/pandas-dev__pandas-43930:latest,ghcr.io/c-crab-benchmark/pandas-dev__pandas-43930@sha256:42437339a552ab80fb428fc66302aeb1564da8594e94bc5f456f9864501766e3
pandas-dev__pandas-50366@1e7613f,pandas-dev/pandas,reviewbench/pandas-dev__pandas-50366,False,ghcr.io/c-crab-benchmark/pandas-dev__pandas-50366,True,ghcr.io/c-crab-benchmark/pandas-dev__pandas-50366,fallback,,sha256:ea650e6782c1eb6f33277bf7cc3c2f8dbb29b76b3565eb6f464ad7c48898115c,ghcr.io/c-crab-benchmark/pandas-dev__pandas-50366:latest,ghcr.io/c-crab-benchmark/pandas-dev__pandas-50366@sha256:35691f6a8ade82d3059800409703026610f9e4a738e056a2c6cb19c0df842675
pandas-dev__pandas-55938@b36d8d1,pandas-dev/pandas,reviewbench/pandas-dev__pandas-55938,False,ghcr.io/c-crab-benchmark/pandas-dev__pandas-55938,True,ghcr.io/c-crab-benchmark/pandas-dev__pandas-55938,fallback,,sha256:6c55f4bf90abbdbe6192db16f7031db2aabb871c335293415b4423389407b8c1,ghcr.io/c-crab-benchmark/pandas-dev__pandas-55938:latest,ghcr.io/c-crab-benchmark/pandas-dev__pandas-55938@sha256:af74dfe80c00179b66406ef7a75c0e068666206d7b385e04a2c56891a7add94e
psf__black-1940@55a46b8,psf/black,reviewbench/psf__black-1940,True,ghcr.io/c-crab-benchmark/psf__black-1940,False,reviewbench/psf__black-1940,primary,,sha256:d71da147e344a566542f3c656110fc8e190ee0b9c2dddf48bf62e835ef43a00c,reviewbench/psf__black-1940:latest,
psf__black-2919@22a0d08,psf/black,reviewbench/psf__black-2919,True,ghcr.io/c-crab-benchmark/psf__black-2919,False,reviewbench/psf__black-2919,primary,,sha256:69403bc87f02e97fe65193785634a39081c8470234fbadd65b3c482c7d649d0b,reviewbench/psf__black-2919:latest,
psf__black-3035@549a094,psf/black,reviewbench/psf__black-3035,True,ghcr.io/c-crab-benchmark/psf__black-3035,False,reviewbench/psf__black-3035,primary,,sha256:e2c949d418102a325b65252c74c193ed65517da52f00fdbaf99dc9d367da1737,reviewbench/psf__black-3035:latest,
pydantic__pydantic-11468@92c01bd,pydantic/pydantic,reviewbench/pydantic__pydantic-11468,False,ghcr.io/c-crab-benchmark/pydantic__pydantic-11468,True,ghcr.io/c-crab-benchmark/pydantic__pydantic-11468,fallback,,sha256:b46e40fb6091adb5a16f80c1d7c58f11d217c9ae1e6d0b7a9a56d98a45d23e56,ghcr.io/c-crab-benchmark/pydantic__pydantic-11468:latest,ghcr.io/c-crab-benchmark/pydantic__pydantic-11468@sha256:d941155743c5fe6a18719621531107bbcb50e7063de741e1f39fde0c8419c225
pydantic__pydantic-5009@5bd2abd,pydantic/pydantic,reviewbench/pydantic__pydantic-5009,True,ghcr.io/c-crab-benchmark/pydantic__pydantic-5009,False,reviewbench/pydantic__pydantic-5009,primary,,sha256:32735f75cdc842cfe2e075ad8c1d4e6e66ce76f2fdea1bf9b1c934854b1bd653,reviewbench/pydantic__pydantic-5009:latest,
pydantic__pydantic-7677@b6bbdcc,pydantic/pydantic,reviewbench/pydantic__pydantic-7677,True,ghcr.io/c-crab-benchmark/pydantic__pydantic-7677,False,reviewbench/pydantic__pydantic-7677,primary,,sha256:c7665deb292d4976cdfe38feee6f5d7289fb59820d12a9af4ef181e75714b07c,reviewbench/pydantic__pydantic-7677:latest,
pyg-team__pytorch_geometric-4635@498dbbf,pyg-team/pytorch_geometric,reviewbench/pyg-team__pytorch_geometric-4635,False,ghcr.io/c-crab-benchmark/pyg-team__pytorch_geometric-4635,True,ghcr.io/c-crab-benchmark/pyg-team__pytorch_geometric-4635,fallback,,sha256:2b522ba7f3331659a5d64be51ccde23dc9330a92b59248c6594c8700cb25e8bd,ghcr.io/c-crab-benchmark/pyg-team__pytorch_geometric-4635:latest,ghcr.io/c-crab-benchmark/pyg-team__pytorch_geometric-4635@sha256:6df6618af16839bc8225ec769f4826129b290814fe73237c870a02f768345e80
pyg-team__pytorch_geometric-5422@20ad5b8,pyg-team/pytorch_geometric,reviewbench/pyg-team__pytorch_geometric-5422,True,ghcr.io/c-crab-benchmark/pyg-team__pytorch_geometric-5422,False,reviewbench/pyg-team__pytorch_geometric-5422,primary,,sha256:f277c0bbe7056494eb35c8b089ee5fc072d8724081b0b9fb6ea89e9b87cd503e,reviewbench/pyg-team__pytorch_geometric-5422:latest,
python-poetry__poetry-4985@b350568,python-poetry/poetry,reviewbench/python-poetry__poetry-4985,False,ghcr.io/c-crab-benchmark/python-poetry__poetry-4985,True,ghcr.io/c-crab-benchmark/python-poetry__poetry-4985,fallback,,sha256:ee3be133eca99402ea65c926dfce5ea9f70fec6263a04c66d4e28ee204a89e68,ghcr.io/c-crab-benchmark/python-poetry__poetry-4985:latest,ghcr.io/c-crab-benchmark/python-poetry__poetry-4985@sha256:1932e9245435565a82dcb31521469d0b853f980e15efbac11f6b438ba236651d
python-telegram-bot__python-telegram-bot-2335@e64ddb0,python-telegram-bot/python-telegram-bot,reviewbench/python-telegram-bot__python-telegram-bot-2335,True,ghcr.io/c-crab-benchmark/python-telegram-bot__python-telegram-bot-2335,False,reviewbench/python-telegram-bot__python-telegram-bot-2335,primary,,sha256:d38761021cd878db9715a29b8397946defe150c081d11728b03984670a752d3e,reviewbench/python-telegram-bot__python-telegram-bot-2335:latest,
python-telegram-bot__python-telegram-bot-3426@857949a,python-telegram-bot/python-telegram-bot,reviewbench/python-telegram-bot__python-telegram-bot-3426,True,ghcr.io/c-crab-benchmark/python-telegram-bot__python-telegram-bot-3426,False,reviewbench/python-telegram-bot__python-telegram-bot-3426,primary,,sha256:74f501b14061a72142c7b643f47917afd80e4929e742345533807bf0b829c9bd,reviewbench/python-telegram-bot__python-telegram-bot-3426:latest,
python-telegram-bot__python-telegram-bot-3514@d5c0a5c,python-telegram-bot/python-telegram-bot,reviewbench/python-telegram-bot__python-telegram-bot-3514,False,ghcr.io/c-crab-benchmark/python-telegram-bot__python-telegram-bot-3514,True,ghcr.io/c-crab-benchmark/python-telegram-bot__python-telegram-bot-3514,fallback,,sha256:3c038ef46951dba00cb7f5db78edcaf3c067995ff3d36c56b6fa727f85432066,ghcr.io/c-crab-benchmark/python-telegram-bot__python-telegram-bot-3514:latest,ghcr.io/c-crab-benchmark/python-telegram-bot__python-telegram-bot-3514@sha256:690676caa8baff32d2e2c13bf93884755b288393aad857e460dcaf9abc15ecd2
python-telegram-bot__python-telegram-bot-4168@96ca73d,python-telegram-bot/python-telegram-bot,reviewbench/python-telegram-bot__python-telegram-bot-4168,False,ghcr.io/c-crab-benchmark/python-telegram-bot__python-telegram-bot-4168,True,ghcr.io/c-crab-benchmark/python-telegram-bot__python-telegram-bot-4168,fallback,,sha256:a9aaf812611327b70bee63863fe1ee56dfb5e333dc42f790860a89323198bbd9,ghcr.io/c-crab-benchmark/python-telegram-bot__python-telegram-bot-4168:latest,ghcr.io/c-crab-benchmark/python-telegram-bot__python-telegram-bot-4168@sha256:348988c22217eb718c6fd058db4e345fccdf7784b6bfbefd10668595c3ed17aa
python__cpython-104029@f78e70e,python/cpython,reviewbench/python__cpython-104029,False,ghcr.io/c-crab-benchmark/python__cpython-104029,True,ghcr.io/c-crab-benchmark/python__cpython-104029,fallback,,sha256:35176f30f184bc57816b8265c0fbaf648d8fd418bdd5d1a5ce677061935af995,ghcr.io/c-crab-benchmark/python__cpython-104029:latest,ghcr.io/c-crab-benchmark/python__cpython-104029@sha256:eb8934cf808a2c9ba578dfa49b2fb5a64f7f487283457aec6ae020da96c1df74
python__mypy-11143@23a0e4b,python/mypy,reviewbench/python__mypy-11143,True,ghcr.io/c-crab-benchmark/python__mypy-11143,False,reviewbench/python__mypy-11143,primary,,sha256:0807c638c716211417f1a1937a3729758574d47d0194dcb26dcf73ee100887b9,reviewbench/python__mypy-11143:latest,
python__mypy-11244@3237b02,python/mypy,reviewbench/python__mypy-11244,True,ghcr.io/c-crab-benchmark/python__mypy-11244,False,reviewbench/python__mypy-11244,primary,,sha256:88089b774638cf0577a1ae1a8f980ed07464f8b92f26017ade39dead44dccc0b,reviewbench/python__mypy-11244:latest,
python__mypy-14517@78b0f55,python/mypy,reviewbench/python__mypy-14517,False,ghcr.io/c-crab-benchmark/python__mypy-14517,True,ghcr.io/c-crab-benchmark/python__mypy-14517,fallback,,sha256:673a3df93e94d9b9494a6153d72855b28d6f485a746a1bbfa14da3b59172a9d1,ghcr.io/c-crab-benchmark/python__mypy-14517:latest,ghcr.io/c-crab-benchmark/python__mypy-14517@sha256:afee5c32bb4a4a70ca4bf58462edd15d9fe37fe30dc5ef227fa117cc759d3afb
python__mypy-15353@65efb01,python/mypy,reviewbench/python__mypy-15353,False,ghcr.io/c-crab-benchmark/python__mypy-15353,True,ghcr.io/c-crab-benchmark/python__mypy-15353,fallback,,sha256:e05660e6c27ec0c999d9a7f64008e9f86c3b4fa7556dcac13aad04face076b29,ghcr.io/c-crab-benchmark/python__mypy-15353:latest,ghcr.io/c-crab-benchmark/python__mypy-15353@sha256:d8861bca5e6b6dc8306f5d61f582b3b87148045d44043e0b5d6d267d78b9142d
python__mypy-17309@b3c328e,python/mypy,reviewbench/python__mypy-17309,True,ghcr.io/c-crab-benchmark/python__mypy-17309,False,reviewbench/python__mypy-17309,primary,,sha256:6e2c603af77bd13ab075ed831596b6091058c56166e88d880c274a47ee2bd7fb,reviewbench/python__mypy-17309:latest,
python__mypy-4000@358ca96,python/mypy,reviewbench/python__mypy-4000,True,ghcr.io/c-crab-benchmark/python__mypy-4000,False,reviewbench/python__mypy-4000,primary,,sha256:7506693a10d1db5e394e74ac3da49b96f58d41f0835c7046e7604c659f43b5c4,reviewbench/python__mypy-4000:latest,
python__mypy-4341@2456414,python/mypy,reviewbench/python__mypy-4341,True,ghcr.io/c-crab-benchmark/python__mypy-4341,False,reviewbench/python__mypy-4341,primary,,sha256:d8914775669744ee7a82dd8b21fccbd1992dd9f0d751b755f14382c041fcdf7a,reviewbench/python__mypy-4341:latest,
python__mypy-6781@3a824fb,python/mypy,reviewbench/python__mypy-6781,False,ghcr.io/c-crab-benchmark/python__mypy-6781,True,ghcr.io/c-crab-benchmark/python__mypy-6781,fallback,,sha256:f67a53b316cd291faa13880fa35d9c94a5396662fe742150e9236a87ddfca2bd,ghcr.io/c-crab-benchmark/python__mypy-6781:latest,ghcr.io/c-crab-benchmark/python__mypy-6781@sha256:8f831cc92c4a9b17bf15f82bd6887daf0c5c6c67fb4a74587c436fe2db742f3d
python__mypy-6803@8e6a9b8,python/mypy,reviewbench/python__mypy-6803,False,ghcr.io/c-crab-benchmark/python__mypy-6803,True,ghcr.io/c-crab-benchmark/python__mypy-6803,fallback,,sha256:492efaacb03bc8ea7203203ef834d5ba01501349b4a280aa624ea56e0d1913de,ghcr.io/c-crab-benchmark/python__mypy-6803:latest,ghcr.io/c-crab-benchmark/python__mypy-6803@sha256:2a7f67939d158c97ce48662268bf1833f2da4184060444dde24c060cffd84b6a
python__mypy-7079@009f478,python/mypy,reviewbench/python__mypy-7079,True,ghcr.io/c-crab-benchmark/python__mypy-7079,False,reviewbench/python__mypy-7079,primary,,sha256:fed5cf4636fd2e5759cde4535ac88b20f42d2c7d1a08cd79ace9e85e7fd2f342,reviewbench/python__mypy-7079:latest,
python__mypy-9629@13dc4d2,python/mypy,reviewbench/python__mypy-9629,False,ghcr.io/c-crab-benchmark/python__mypy-9629,True,ghcr.io/c-crab-benchmark/python__mypy-9629,fallback,,sha256:7e8973665a3c118235265f8e63c31dabd25b5316f71538d03cb68b8ebe0cd756,ghcr.io/c-crab-benchmark/python__mypy-9629:latest,ghcr.io/c-crab-benchmark/python__mypy-9629@sha256:a208a7999905bdd37bd1f8efb271d768fbf57485d980d4c21a7cdce90c7a3ebc
pytorch__vision-8316@92ec2fb,pytorch/vision,reviewbench/pytorch__vision-8316,False,ghcr.io/c-crab-benchmark/pytorch__vision-8316,True,ghcr.io/c-crab-benchmark/pytorch__vision-8316,fallback,,sha256:d1abeec38ad23ab7060220b6eba64025621f44f48b0c74b919ebb3746cf4016e,ghcr.io/c-crab-benchmark/pytorch__vision-8316:latest,ghcr.io/c-crab-benchmark/pytorch__vision-8316@sha256:470a35c3c70b32a34edd2d35b92f51660c5cf5e21313b63934c45e6c538fdc31
qutebrowser__qutebrowser-3590@872cff2,qutebrowser/qutebrowser,reviewbench/qutebrowser__qutebrowser-3590,False,ghcr.io/c-crab-benchmark/qutebrowser__qutebrowser-3590,True,ghcr.io/c-crab-benchmark/qutebrowser__qutebrowser-3590,fallback,,sha256:1bdf46bdeda329c29dc24f4fe77089a24037ced3b5237ed483768a7c100e5420,ghcr.io/c-crab-benchmark/qutebrowser__qutebrowser-3590:latest,ghcr.io/c-crab-benchmark/qutebrowser__qutebrowser-3590@sha256:d23827a4990f533dc3c8df7f13f546812481ce70d8fa1ed0233168aa5f8256df
qutebrowser__qutebrowser-5981@7f4897f,qutebrowser/qutebrowser,reviewbench/qutebrowser__qutebrowser-5981,True,ghcr.io/c-crab-benchmark/qutebrowser__qutebrowser-5981,False,reviewbench/qutebrowser__qutebrowser-5981,primary,,sha256:a46eeb2f87ef4a7c8cecc7a935be732a28dd698eb757c6cbe6b81aeec5de942e,reviewbench/qutebrowser__qutebrowser-5981:latest,
qutebrowser__qutebrowser-7003@3656345,qutebrowser/qutebrowser,reviewbench/qutebrowser__qutebrowser-7003,False,ghcr.io/c-crab-benchmark/qutebrowser__qutebrowser-7003,True,ghcr.io/c-crab-benchmark/qutebrowser__qutebrowser-7003,fallback,,sha256:c0f521f9c440ef1265f6959ff841524cef84a89204315ca32709bccd0cb7f11e,ghcr.io/c-crab-benchmark/qutebrowser__qutebrowser-7003:latest,ghcr.io/c-crab-benchmark/qutebrowser__qutebrowser-7003@sha256:20fc1b88e22cbc0cbd2d810ea2ef71dbf95b3228968731d5acb358db2c322228
ray-project__ray-49918@04cf1ee,ray-project/ray,reviewbench/ray-project__ray-49918,False,ghcr.io/c-crab-benchmark/ray-project__ray-49918,True,ghcr.io/c-crab-benchmark/ray-project__ray-49918,fallback,,sha256:87cec03e87fc09f8d809ba3d6d1178093aa4b55aef1c043ecf664222a6b18374,ghcr.io/c-crab-benchmark/ray-project__ray-49918:latest,ghcr.io/c-crab-benchmark/ray-project__ray-49918@sha256:c7a4f3d90afb592193d49c413699c8c809e39de0f4b2f8ba1b12e63b9e88fa0d
ray-project__ray-50590@3dad0b2,ray-project/ray,reviewbench/ray-project__ray-50590,True,ghcr.io/c-crab-benchmark/ray-project__ray-50590,False,reviewbench/ray-project__ray-50590,primary,,sha256:dfda8b437c4d381b2930d0f9e80d2844b0802fb5837a00ae277df6327f0a8360,reviewbench/ray-project__ray-50590:latest,
reflex-dev__reflex-4406@5ec2c11,reflex-dev/reflex,reviewbench/reflex-dev__reflex-4406,True,ghcr.io/c-crab-benchmark/reflex-dev__reflex-4406,False,reviewbench/reflex-dev__reflex-4406,primary,,sha256:9e61b70a1462934965786c3a847c782894d699a55ba06b61c2c816688a05965a,reviewbench/reflex-dev__reflex-4406:latest,
run-llama__llama_index-13413@63620ed,run-llama/llama_index,reviewbench/run-llama__llama_index-13413,False,ghcr.io/c-crab-benchmark/run-llama__llama_index-13413,True,ghcr.io/c-crab-benchmark/run-llama__llama_index-13413,fallback,,sha256:31729a829fd57f5d7d4e74252474debbb155e0c4b8476a881f2219f7739afc47,ghcr.io/c-crab-benchmark/run-llama__llama_index-13413:latest,ghcr.io/c-crab-benchmark/run-llama__llama_index-13413@sha256:d7a2c02f08e238835262894f90bb5cfc642a5c0ba51dbc1e4a204c463cf0284b
run-llama__llama_index-19234@e7810e8,run-llama/llama_index,reviewbench/run-llama__llama_index-19234,True,ghcr.io/c-crab-benchmark/run-llama__llama_index-19234,False,reviewbench/run-llama__llama_index-19234,primary,,sha256:52f2cbd94be87da292d8741947d84b3ad5334c965dc5670fcb41a7b73ba4d407,reviewbench/run-llama__llama_index-19234:latest,
scikit-learn__scikit-learn-29401@819e167,scikit-learn/scikit-learn,reviewbench/scikit-learn__scikit-learn-29401,False,ghcr.io/c-crab-benchmark/scikit-learn__scikit-learn-29401,True,ghcr.io/c-crab-benchmark/scikit-learn__scikit-learn-29401,fallback,,sha256:22f81b3b3a24d504df65541f2559ef7f31c2d4b1ad882fddaf88d4249e094777,ghcr.io/c-crab-benchmark/scikit-learn__scikit-learn-29401:latest,ghcr.io/c-crab-benchmark/scikit-learn__scikit-learn-29401@sha256:2be05a71f20f25d9d44d72ab343a2fde8e87a98e4387a85f8f53483d3b2690a4
scikit-learn__scikit-learn-29442@3a19575,scikit-learn/scikit-learn,reviewbench/scikit-learn__scikit-learn-29442,False,ghcr.io/c-crab-benchmark/scikit-learn__scikit-learn-29442,True,ghcr.io/c-crab-benchmark/scikit-learn__scikit-learn-29442,fallback,,sha256:e32ad83d86fbb38820f2eca5d3836a2638e4e29fb14198aff702a01df5585b00,ghcr.io/c-crab-benchmark/scikit-learn__scikit-learn-29442:latest,ghcr.io/c-crab-benchmark/scikit-learn__scikit-learn-29442@sha256:aa92aa03da2cfbc2d743a3dfc042c232c4be7542de811f013df50fb1643e0837
scipy__scipy-20393@c92a476,scipy/scipy,reviewbench/scipy__scipy-20393,False,ghcr.io/c-crab-benchmark/scipy__scipy-20393,True,ghcr.io/c-crab-benchmark/scipy__scipy-20393,fallback,,sha256:f2f5795ce818efc5938a13bb8798764353e9156a732c90df29e01a01efb79c5b,ghcr.io/c-crab-benchmark/scipy__scipy-20393:latest,ghcr.io/c-crab-benchmark/scipy__scipy-20393@sha256:71e4116397efa54c5bbbff747444ccfc1241249fb0e606d0c0130b01c1dbea55
scrapy__scrapy-2456@c7bb2fa,scrapy/scrapy,reviewbench/scrapy__scrapy-2456,False,ghcr.io/c-crab-benchmark/scrapy__scrapy-2456,True,ghcr.io/c-crab-benchmark/scrapy__scrapy-2456,fallback,,sha256:16391798d009fae61b70d40a45900363f73c219a45139de781daa57153dee4f3,ghcr.io/c-crab-benchmark/scrapy__scrapy-2456:latest,ghcr.io/c-crab-benchmark/scrapy__scrapy-2456@sha256:59fcafb3174c5cac4a4d2de8525ace683a2dc4367c903848e67171a3d1ed9192
skypilot-org__skypilot-1144@36893af,skypilot-org/skypilot,reviewbench/skypilot-org__skypilot-1144,False,ghcr.io/c-crab-benchmark/skypilot-org__skypilot-1144,True,ghcr.io/c-crab-benchmark/skypilot-org__skypilot-1144,fallback,,sha256:43f57e5dbf613b018d2e82cdee397f4f444161aa43e04ec1ace7ec7b3231e778,ghcr.io/c-crab-benchmark/skypilot-org__skypilot-1144:latest,ghcr.io/c-crab-benchmark/skypilot-org__skypilot-1144@sha256:02c664e40ee7eeaae95c14cfd1c22f2e3b97de70ceaa3def306e83526582bfce
